source,source_record_id,country_iso3,country_name,country_inferred,inference_basis,review_flags,crop,crop_latin,variety_name,variety_aliases,variety_type,year_release,release_status,breeder,maintainer,status,ecology,notes,source_url,retrieved_at
cimmyt_maize,CKDHH170029,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKDHH170029,CKDHH170029,hybrid,2018,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, and resistance to GLS, TLB, and ear rots, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CKDHH170029,2026-05-19T21:02:27+00:00
cimmyt_maize,CKDHH170028,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKDHH170028,CKDHH170028,hybrid,2018,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, and resistance to GLS, TLB, MSV, and ear rots, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CKDHH170028,2026-05-19T21:02:27+00:00
cimmyt_maize,CKDHH170002,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKDHH170002,CKDHH170002,hybrid,2018,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, and resistance to GLS, TLB, and ear rots, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CKDHH170002,2026-05-19T21:02:27+00:00
cimmyt_maize,CKDHH160032,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKDHH160032,CKDHH160032,hybrid,2018,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, NUE, and resistance to GLS, TLB, MSV, and ear rots, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CKDHH160032,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH150148,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKH150148,CKH150148,hybrid,2018,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, NUE, and resistance to GLS, TLB, MSV, and ear rots, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CKH150148,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH150212,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKH150212,CKH150212,hybrid,2018,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, NUE, and resistance to GLS, TLB, MSV, and ear rots, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CKH150212,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH150331,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKH150331,CKH150331,hybrid,2018,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, NUE, and resistance to GLS, TLB, MSV, and ear rots, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CKH150331,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH150149,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKH150149,CKH150149,hybrid,2018,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, NUE, and resistance to GLS, TLB, MSV, and ear rots, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CKH150149,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH155902,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKH155902,CKH155902,hybrid,2019,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product profile 2 (EA-PP2) focuses on developing high-yielding, late-maturing maize varieties with white grain, drought tolerance, NUE, and resistance to GLS, TLB, MSV, ear rots, and common rust, that are suitable for food use in tropical, rainfed, wet upper mid-altitude areas in eastern Africa and similar agroecologies.... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CKH155902,2026-05-19T21:02:27+00:00
cimmyt_maize,CKDHH160387,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKDHH160387,CKDHH160387,hybrid,2019,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, NUE, and resistance to GLS, TLB, MSV, and ear rots, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CKDHH160387,2026-05-19T21:02:27+00:00
cimmyt_maize,CKDHH160404,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKDHH160404,CKDHH160404,hybrid,2019,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, NUE, and resistance to GLS, TLB, MSV, and ear rots, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CKDHH160404,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN170374,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKHMLN170374,CKHMLN170374,hybrid,2019,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, NUE, and resistance to GLS, TLB, MSV, ear rots, and MLN, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CKHMLN170374,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN170241,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKHMLN170241,CKHMLN170241,hybrid,2019,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing high-yielding, early maturing maize varieties with white grain, drought tolerance, NUE, and resistance to GLS, TLB, MSV, ear rots, and MLN, that are suitable for food use in tropical, rainfed, dry, mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CKHMLN170241,2026-05-19T21:02:27+00:00
cimmyt_maize,CKDHH170121,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CKDHH170121,CKDHH170121,hybrid,2019,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1A (EA-PP1A) focuses on developing intermediate maturing, white grain, high-yielding maize hybrids that are drought tolerant, NUE, resistant to GLS, TLB, ear rots, and MSV, and are suitable for food use in tropical rainfed dry/wet mid-altitude areas in eastern Africa. 
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CKDHH170121,2026-05-19T21:02:27+00:00
cimmyt_maize,S03TLW3B,,Latin America,False,,no_country,MAIZE,Zea mays L.,S03TLW3B,S03TLW3B,opv,2013,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Lowland (LatAmTLW) focuses on developing intermediate maturing, white grain, high-yielding maize OPVs that are suitable for food use in tropical rainfed dry/wet low-altitude areas in Latin America.
			
			General Information
		
		
			
			Adaptation/Agroecological zone
			0 - 1000m above sea level
		
		
			
			Type... | Adaptation: Lowlands | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/S03TLW3B,2026-05-19T21:02:27+00:00
cimmyt_maize,CSTHW16004,,Latin America,False,,no_country,MAIZE,Zea mays L.,CSTHW16004,CSTHW16004,hybrid,2017,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Mid-altitude (LatAmTM) focuses on developing intermediate maturing, white and yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to GLS and ear rots, and are suitable for food and feed use in tropical rainfed dry/wet mid-altitude areas in Latin America.
			
			General... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CSTHW16004,2026-05-19T21:02:27+00:00
cimmyt_maize,CSTHW17109,,Latin America,False,,no_country,MAIZE,Zea mays L.,CSTHW17109,CSTHW17109,hybrid,2018,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Mid-altitude (LatAmTM) focuses on developing intermediate maturing, white and yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to GLS and ear rots, and are suitable for food and feed use in tropical rainfed dry/wet mid-altitude areas in Latin America.
			
			General... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CSTHW17109,2026-05-19T21:02:27+00:00
cimmyt_maize,CSTHW17118,,Latin America,False,,no_country,MAIZE,Zea mays L.,CSTHW17118,CSTHW17118,hybrid,2018,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Mid-altitude (LatAmTM) focuses on developing intermediate maturing, white and yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to GLS and ear rots, and are suitable for food and feed use in tropical rainfed dry/wet mid-altitude areas in Latin America.
			
			General... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CSTHW17118,2026-05-19T21:02:27+00:00
cimmyt_maize,CSTHW17396,,Latin America,False,,no_country,MAIZE,Zea mays L.,CSTHW17396,CSTHW17396,hybrid,2019,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Mid-altitude (LatAmTM) focuses on developing intermediate maturing, white and yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to GLS and ear rots, and are suitable for food and feed use in tropical rainfed dry/wet mid-altitude areas in Latin America.
			
			General... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CSTHW17396,2026-05-19T21:02:27+00:00
cimmyt_maize,CSTHY17407,,Latin America,False,,no_country,MAIZE,Zea mays L.,CSTHY17407,CSTHY17407,hybrid,2019,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Mid-altitude (LatAmTM) focuses on developing intermediate maturing, white and yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to GLS and ear rots, and are suitable for food and feed use in tropical rainfed dry/wet mid-altitude areas in Latin America.
			
			General... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CSTHY17407,2026-05-19T21:02:27+00:00
cimmyt_maize,CSTHW18377,,Latin America,False,,no_country,MAIZE,Zea mays L.,CSTHW18377,CSTHW18377,hybrid,2020,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Mid-altitude (LatAmTM) focuses on developing intermediate maturing, white and yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to GLS and ear rots, and are suitable for food and feed use in tropical rainfed dry/wet mid-altitude areas in Latin America.
			
			General... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Tar Spot Complex (TSC), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CSTHW18377,2026-05-19T21:02:27+00:00
cimmyt_maize,CSTHY18103,,Latin America,False,,no_country,MAIZE,Zea mays L.,CSTHY18103,CSTHY18103,hybrid,2020,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Mid-altitude (LatAmTM) focuses on developing intermediate maturing, white and yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to GLS and ear rots, and are suitable for food and feed use in tropical rainfed dry/wet mid-altitude areas in Latin America.
			
			General... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CSTHY18103,2026-05-19T21:02:27+00:00
cimmyt_maize,CKDHH190064,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM19EAPP1A-17,CKDHH190064,hybrid,2021,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1A (EA-PP1A) focuses on developing intermediate maturing, white grain, high-yielding maize hybrids that are drought tolerant, NUE, resistant to GLS, TLB, ear rots, and MSV, and are suitable for food use in tropical rainfed dry/wet mid-altitude areas in eastern Africa.
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM19EAPP1A-17,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN181140,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM19EAPP1B-05,CKHMLN181140,hybrid,2021,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing intermediate maturing, white grain, high-yielding maize hybrids that are drought tolerant, NUE, resistant to MLN, GLS, TLB, ear rots, and MSV, and are suitable for food use in tropical rainfed dry/wet mid-altitude areas in eastern Africa.
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM19EAPP1B-05,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN181182,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM19EAPP1B-10,CKHMLN181182,hybrid,2021,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 1B (EA-PP1B) focuses on developing intermediate maturing, white grain, high-yielding maize hybrids that are drought tolerant, NUE, resistant to MLN, GLS, TLB, ear rots, and MSV, and are suitable for food use in tropical rainfed dry/wet mid-altitude areas in eastern Africa.
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM19EAPP1B-10,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH182952,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM19EAPP2-31,CKH182952,hybrid,2021,released,CIMMYT,,,Eastern Africa,"CIMMYT&#39;s eastern Africa product pipeline 2 (EA-PP2) focuses on developing late-maturing, white grain, high-yielding maize hybrids that are drought tolerant, NUE, resistant to GLS, TLB, MSV, ear rots, and rust, and are suitable for food use in tropical rainfed dry/wet mid-altitude areas in eastern Africa.
			and 2020 Regional On-farm Trials. 
			
			General... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CIM19EAPP2-31,2026-05-19T21:02:27+00:00
cimmyt_maize,CHLHW12013,,Latin America,False,,no_country,MAIZE,Zea mays L.,CHLHW12013,CHLHW12013,hybrid,2018,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical highlands white (LatAmTHW) focuses on developing early maturing, white grain, high-yielding maize hybrids, resistant to TLB, rust and ear rots, and suitable for food use in tropical rainfed dry/wet high-altitude areas in Latin America.
			
			General Information
		
		
			
			Adaptation/Agroecological... | Adaptation: Highlands | Biotic Stress Tolerance: Ear rots, Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CHLHW12013,2026-05-19T21:02:27+00:00
cimmyt_maize,CHLHY16002,,Latin America,False,,no_country,MAIZE,Zea mays L.,CHLHY16002,CHLHY16002,hybrid,2018,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical highlands yellow (LatAmTHY) focuses on developing early maturing, yellow grain, high-yielding maize hybrids, resistant to TLB, rust and ear rots, and suitable for feed use in tropical rainfed dry/wet high-altitude areas in Latin America.
			
			General Information
		
		
			
			Adaptation/Agroecological... | Adaptation: Highlands | Biotic Stress Tolerance: Ear rots, Rust, Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CHLHY16002,2026-05-19T21:02:27+00:00
cimmyt_maize,CHLHY16010,,Latin America,False,,no_country,MAIZE,Zea mays L.,CHLHY16010,CHLHY16010,hybrid,2018,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical highlands yellow (LatAmTHY) focuses on developing early maturing, yellow grain, high-yielding maize hybrids, resistant to TLB, rust and ear rots, and suitable for feed use in tropical rainfed dry/wet high-altitude areas in Latin America.
			
			General Information
		
		
			
			Adaptation/Agroecological... | Adaptation: Highlands | Biotic Stress Tolerance: Ear rots, Rust, Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Dent | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CHLHY16010,2026-05-19T21:02:27+00:00
cimmyt_maize,CLTHY17126,,Latin America,False,,no_country,MAIZE,Zea mays L.,CLTHY17126,CLTHY17126,hybrid,2020,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Lowland (LatAmTLY) focuses on developing intermediate maturing, yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to MLB and ear rots, and are suitable for feed use in tropical rainfed dry/wet low-altitude areas in Latin America.
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Maydis Leaf Blight (MLB) | Grain Color: Yellow grain | Grain Texture: Flint | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CLTHY17126,2026-05-19T21:02:27+00:00
cimmyt_maize,CLTHY16155,,Latin America,False,,no_country,MAIZE,Zea mays L.,CLTHY16155,CLTHY16155,hybrid,2019,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Lowland (LatAmTLY) focuses on developing intermediate maturing, yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to MLB and ear rots, and are suitable for feed use in tropical rainfed dry/wet low-altitude areas in Latin America.
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Maydis Leaf Blight (MLB) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CLTHY16155,2026-05-19T21:02:27+00:00
cimmyt_maize,CLTHY15107,,Latin America,False,,no_country,MAIZE,Zea mays L.,CLTHY15107,CLTHY15107,hybrid,2018,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Lowland (LatAmTLY) focuses on developing intermediate maturing, yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to MLB and ear rots, and are suitable for feed use in tropical rainfed dry/wet low-altitude areas in Latin America.
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Maydis Leaf Blight (MLB) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CLTHY15107,2026-05-19T21:02:27+00:00
cimmyt_maize,CLTHY15012,,Latin America,False,,no_country,MAIZE,Zea mays L.,CLTHY15012,CLTHY15012,hybrid,2017,released,CIMMYT,,,Latin America,"CIMMYT&#39;s Latin America product pipeline Tropical Lowland (LatAmTLY) focuses on developing intermediate maturing, yellow  grain, high-yielding maize hybrids that are drought tolerant, resistant to MLB and ear rots, and are suitable for feed use in tropical rainfed dry/wet low-altitude areas in Latin America.
			
			General Information
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Maydis Leaf Blight (MLB) | Grain Color: Yellow grain | Grain Texture: Flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CLTHY15012,2026-05-19T21:02:27+00:00
